Time, Total Creatures, Predators, Prey, Trees, Speed, Look Radius, Max Offspring, Size, Storage, ReproductiveUrge, Eye Color
0,0,0,0,0,0,0,0,0,0,0,0
1.015861,0,0,0,0,0,0,0,0,0,0,0
1.927658,0,0,0,0,0,0,0,0,0,0,0
2.94086,0,0,0,0,0,0,0,0,0,0,0
3.957116,0,0,0,0,0,0,0,0,0,0,0
4.961613,0,0,0,0,0,0,0,0,0,0,0
5.984688,0,0,0,0,0,0,0,0,0,0,0
6.999694,0,0,0,0,0,0,0,0,0,0,0
8.005772,0,0,0,0,0,0,0,0,0,0,0
9.016966,0,0,0,0,0,0,0,0,0,0,0
10.02273,0,0,0,0,0,0,0,0,0,0,0
11.04566,0,0,0,0,0,0,0,0,0,0,0
12.06271,0,0,0,0,0,0,0,0,0,0,0
13.06704,0,0,0,0,0,0,0,0,0,0,0
14.12424,0,0,0,0,0,0,0,0,0,0,0
15.15487,0,0,0,0,0,0,0,0,0,0,0
16.1601,0,0,0,0,0,0,0,0,0,0,0
17.16398,0,0,0,0,0,0,0,0,0,0,0
18.16895,0,0,0,0,0,0,0,0,0,0,0
19.17605,0,0,0,0,0,0,0,0,0,0,0
20.17973,0,0,0,0,0,0,0,0,0,0,0
21.18767,0,0,0,0,0,0,0,0,0,0,0
22.19375,0,0,0,0,0,0,0,0,0,0,0
23.19802,0,0,0,0,0,0,0,0,0,0,0
24.20688,0,0,0,0,0,0,0,0,0,0,0
25.20855,0,0,0,0,0,0,0,0,0,0,0
26.21015,0,0,0,0,0,0,0,0,0,0,0
27.21741,0,0,0,0,0,0,0,0,0,0,0
28.21924,0,0,0,0,0,0,0,0,0,0,0
29.22542,0,0,0,0,0,0,0,0,0,0,0
30.22686,0,0,0,0,0,0,0,0,0,0,0
31.26302,0,0,0,0,0,0,0,0,0,0,0
32.27312,0,0,0,0,0,0,0,0,0,0,0
33.27316,0,0,0,0,0,0,0,0,0,0,0
34.28626,0,0,0,0,0,0,0,0,0,0,0
35.29974,0,0,0,0,0,0,0,0,0,0,0
36.30807,0,0,0,0,0,0,0,0,0,0,0
37.31858,0,0,0,0,0,0,0,0,0,0,0
38.32129,0,0,0,0,0,0,0,0,0,0,0
39.38048,0,0,0,0,0,0,0,0,0,0,0
40.41542,0,0,0,0,0,0,0,0,0,0,0
41.42638,0,0,0,0,0,0,0,0,0,0,0
42.44877,0,0,0,0,0,0,0,0,0,0,0
43.45548,0,0,0,0,0,0,0,0,0,0,0
44.45684,0,0,0,0,0,0,0,0,0,0,0
45.46711,0,0,0,0,0,0,0,0,0,0,0
46.50485,0,0,0,0,0,0,0,0,0,0,0
47.54373,0,0,0,0,0,0,0,0,0,0,0
48.56584,0,0,0,0,0,0,0,0,0,0,0
49.58999,0,0,0,0,0,0,0,0,0,0,0
50.59839,0,0,0,0,0,0,0,0,0,0,0
51.6039,0,0,0,0,0,0,0,0,0,0,0
52.63559,0,0,0,0,0,0,0,0,0,0,0
53.70606,0,0,0,0,0,0,0,0,0,0,0
54.74088,0,0,0,0,0,0,0,0,0,0,0
55.78651,0,0,0,0,0,0,0,0,0,0,0
56.79655,0,0,0,0,0,0,0,0,0,0,0
57.86587,0,0,0,0,0,0,0,0,0,0,0
58.87741,0,0,0,0,0,0,0,0,0,0,0
59.88324,0,0,0,0,0,0,0,0,0,0,0
60.94582,0,0,0,0,0,0,0,0,0,0,0
61.96744,0,0,0,0,0,0,0,0,0,0,0
63.00406,0,0,0,0,0,0,0,0,0,0,0
64.00671,0,0,0,0,0,0,0,0,0,0,0
65.08295,0,0,0,0,0,0,0,0,0,0,0
66.14162,0,0,0,0,0,0,0,0,0,0,0
67.16611,0,0,0,0,0,0,0,0,0,0,0
68.18049,0,0,0,0,0,0,0,0,0,0,0
69.188,0,0,0,0,0,0,0,0,0,0,0
