Time, Total Creatures, Predators, Prey, Trees, Speed, Look Radius, Gestation, Max Offspring, Storage, Reproductive Urge, Eye Color
36.44376,0,0,0,83,0,0,0,0,0,0,0
36.79614,0,0,0,84,0,0,0,0,0,0,0
37.1054,0,0,0,85,0,0,0,0,0,0,0
37.33963,0,0,0,86,0,0,0,0,0,0,0
37.57053,0,0,0,87,0,0,0,0,0,0,0
37.80222,0,0,0,88,0,0,0,0,0,0,0
38.03824,0,0,0,89,0,0,0,0,0,0,0
38.27491,0,0,0,90,0,0,0,0,0,0,0
38.50473,0,0,0,91,0,0,0,0,0,0,0
38.73664,0,0,0,92,0,0,0,0,0,0,0
38.97584,0,0,0,93,0,0,0,0,0,0,0
39.22194,0,0,0,94,0,0,0,0,0,0,0
39.46612,0,0,0,95,0,0,0,0,0,0,0
39.70916,0,0,0,96,0,0,0,0,0,0,0
39.96734,0,0,0,97,0,0,0,0,0,0,0
40.21066,0,0,0,98,0,0,0,0,0,0,0
40.46014,0,0,0,99,0,0,0,0,0,0,0
40.69426,0,0,0,100,0,0,0,0,0,0,0
40.95374,0,0,0,101,0,0,0,0,0,0,0
41.19318,0,0,0,102,0,0,0,0,0,0,0
41.43108,0,0,0,103,0,0,0,0,0,0,0
41.65618,0,0,0,104,0,0,0,0,0,0,0
41.88586,0,0,0,105,0,0,0,0,0,0,0
42.12117,0,0,0,106,0,0,0,0,0,0,0
42.36714,0,0,0,107,0,0,0,0,0,0,0
42.59934,0,0,0,108,0,0,0,0,0,0,0
42.86912,0,0,0,109,0,0,0,0,0,0,0
43.10511,0,0,0,110,0,0,0,0,0,0,0
43.3614,0,0,0,111,0,0,0,0,0,0,0
43.60417,0,0,0,112,0,0,0,0,0,0,0
43.8591,0,0,0,113,0,0,0,0,0,0,0
44.14299,0,0,0,114,0,0,0,0,0,0,0
44.38422,0,0,0,115,0,0,0,0,0,0,0
44.64376,0,0,0,116,0,0,0,0,0,0,0
44.89581,0,0,0,117,0,0,0,0,0,0,0
45.13815,0,0,0,118,0,0,0,0,0,0,0
45.40237,0,0,0,119,0,0,0,0,0,0,0
45.64591,0,0,0,120,0,0,0,0,0,0,0
45.8829,0,0,0,121,0,0,0,0,0,0,0
46.16721,0,0,0,122,0,0,0,0,0,0,0
46.41598,0,0,0,123,0,0,0,0,0,0,0
46.65789,0,0,0,124,0,0,0,0,0,0,0
46.89842,0,0,0,125,0,0,0,0,0,0,0
47.13463,0,0,0,126,0,0,0,0,0,0,0
47.37873,0,0,0,127,0,0,0,0,0,0,0
47.63373,0,0,0,128,0,0,0,0,0,0,0
47.87564,0,0,0,129,0,0,0,0,0,0,0
48.10506,0,0,0,130,0,0,0,0,0,0,0
48.33957,0,0,0,131,0,0,0,0,0,0,0
48.58985,0,0,0,132,0,0,0,0,0,0,0
48.87871,0,0,0,133,0,0,0,0,0,0,0
49.90348,0,0,0,158,0,0,0,0,0,0,0
50.91875,0,0,0,189,0,0,0,0,0,0,0
51.92503,0,0,0,219,0,0,0,0,0,0,0
52.93086,0,0,0,249,0,0,0,0,0,0,0
53.94683,0,0,0,279,0,0,0,0,0,0,0
54.97005,0,0,0,308,0,0,0,0,0,0,0
55.98138,0,0,0,337,0,0,0,0,0,0,0
56.99448,0,0,0,365,0,0,0,0,0,0,0
58.01733,0,0,0,393,0,0,0,0,0,0,0
59.04724,0,0,0,423,0,0,0,0,0,0,0
60.05667,0,0,0,452,0,0,0,0,0,0,0
61.0708,0,0,0,480,0,0,0,0,0,0,0
62.10033,0,0,0,510,0,0,0,0,0,0,0
63.11764,0,0,0,540,0,0,0,0,0,0,0
64.13918,0,0,0,569,0,0,0,0,0,0,0
65.14731,0,0,0,597,0,0,0,0,0,0,0
66.16944,0,0,0,627,0,0,0,0,0,0,0
67.1861,0,0,0,655,0,0,0,0,0,0,0
68.20648,0,0,0,685,0,0,0,0,0,0,0
69.22794,0,0,0,715,0,0,0,0,0,0,0
70.24546,0,0,0,741,0,0,0,0,0,0,0
71.25002,0,0,0,764,0,0,0,0,0,0,0
72.26954,0,0,0,795,0,0,0,0,0,0,0
73.30847,0,0,0,825,0,0,0,0,0,0,0
74.32851,0,0,0,854,0,0,0,0,0,0,0
75.35807,0,0,0,878,0,0,0,0,0,0,0
76.37228,0,0,0,906,0,0,0,0,0,0,0
77.40804,14,1,13,930,3.591739,8,2,1,49,1,1
78.43539,33,1,32,949,3.591738,8,2,1,49,1,1
79.4419,50,1,49,966,3.591737,8,2,1,49,1,1
80.47265,67,1,66,983,3.591737,8,2,1,49,1,1
81.50365,81,1,80,995,3.591737,8,2,1,49,1,1
82.57713,94,1,93,995,3.591737,8,2,1,49,1,1
83.59592,101,0,101,995,3.591737,8,2,1,49,1,1
84.62572,101,0,101,995,3.591737,8,2,1,49,1,1
85.67919,101,0,101,993,3.591737,8,2,1,49,1,1
86.76135,101,0,101,992,3.591737,8,2,1,49,1,1
87.76501,101,0,101,992,3.591737,8,2,1,49,1,1
88.78415,101,0,101,990,3.591737,8,2,1,49,1,1
89.78814,101,0,101,989,3.591737,8,2,1,49,1,1
90.83656,101,0,101,988,3.591737,8,2,1,49,1,1
91.85312,101,0,101,987,3.591737,8,2,1,49,1,1
92.89846,101,0,101,983,3.591737,8,2,1,49,1,1
93.92348,101,0,101,980,3.591737,8,2,1,49,1,1
95.14797,101,0,101,979,3.591737,8,2,1,49,1,1
95.82136,101,0,101,979,3.591737,8,2,1,49,1,1
96.64399,101,0,101,977,3.591737,8,2,1,49,1,1
97.56409,101,0,101,975,3.591737,8,2,1,49,1,1
98.45577,101,0,101,973,3.591737,8,2,1,49,1,1
99.49261,101,0,101,971,3.591737,8,2,1,49,1,1
100.3931,101,0,101,970,3.591737,8,2,1,49,1,1
101.3649,101,0,101,968,3.591737,8,2,1,49,1,1
102.2538,101,0,101,965,3.591737,8,2,1,49,1,1
103.1466,101,0,101,964,3.591737,8,2,1,49,1,1
103.9949,101,0,101,964,3.591737,8,2,1,49,1,1
104.7444,101,0,101,963,3.591737,8,2,1,49,1,1
105.4692,101,0,101,962,3.591737,8,2,1,49,1,1
106.0643,101,0,101,961,3.591737,8,2,1,49,1,1
106.6392,101,0,101,961,3.591737,8,2,1,49,1,1
107.193,101,0,101,961,3.591737,8,2,1,49,1,1
107.5837,101,0,101,961,3.591737,8,2,1,49,1,1
107.9047,101,0,101,960,3.591737,8,2,1,49,1,1
108.1946,101,0,101,960,3.591737,8,2,1,49,1,1
108.526,101,0,101,960,3.591737,8,2,1,49,1,1
108.8534,101,0,101,959,3.591737,8,2,1,49,1,1
109.1767,101,0,101,959,3.591737,8,2,1,49,1,1
109.4954,101,0,101,959,3.591737,8,2,1,49,1,1
109.8741,101,0,101,959,3.591737,8,2,1,49,1,1
110.2786,101,0,101,959,3.591737,8,2,1,49,1,1
110.7418,101,0,101,959,3.591737,8,2,1,49,1,1
111.2851,101,0,101,959,3.591737,8,2,1,49,1,1
111.7797,101,0,101,959,3.591737,8,2,1,49,1,1
112.2206,101,0,101,959,3.591737,8,2,1,49,1,1
112.639,101,0,101,959,3.591737,8,2,1,49,1,1
113.066,101,0,101,959,3.591737,8,2,1,49,1,1
113.5048,101,0,101,958,3.591737,8,2,1,49,1,1
114.0009,101,0,101,957,3.591737,8,2,1,49,1,1
114.4648,101,0,101,957,3.591737,8,2,1,49,1,1
114.9581,101,0,101,957,3.591737,8,2,1,49,1,1
115.5587,102,0,102,957,3.586743,8.005471,2.005627,1.002451,49.0566,1.001193,1
116.3444,103,0,103,957,3.591747,8.014303,1.99897,1.004854,48.85173,1.000939,1
117.1556,103,0,103,956,3.591747,8.014303,1.99897,1.004854,48.85173,1.000939,1
117.8311,103,0,103,956,3.591747,8.014303,1.99897,1.004854,48.85173,1.000939,1
118.3902,103,0,103,955,3.591747,8.014303,1.99897,1.004854,48.85173,1.000939,1
119.0093,104,0,104,955,3.590531,8.04213,1.991021,1.004365,49.06765,1.001365,1
119.498,104,0,104,955,3.590531,8.04213,1.991021,1.004365,49.06765,1.001365,1
119.9518,104,0,104,955,3.590531,8.04213,1.991021,1.004365,49.06765,1.001365,1
120.4088,104,0,104,955,3.590531,8.04213,1.991021,1.004365,49.06765,1.001365,1
120.8325,104,0,104,954,3.590531,8.04213,1.991021,1.004365,49.06765,1.001365,1
121.3176,105,0,105,954,3.59688,8.069507,1.995388,1.002241,49.04478,0.9989172,1
121.8088,105,0,105,954,3.59688,8.069507,1.995388,1.002241,49.04478,0.9989172,1
122.3519,105,0,105,954,3.59688,8.069507,1.995388,1.002241,49.04478,0.9989172,1
122.856,105,0,105,953,3.59688,8.069507,1.995388,1.002241,49.04478,0.9989172,1
123.4117,106,0,106,953,3.592761,8.048403,1.987219,1.002321,49.19063,1.001717,1
123.9094,106,0,106,952,3.592761,8.048403,1.987219,1.002321,49.19063,1.001717,1
124.3811,106,0,106,952,3.592761,8.048403,1.987219,1.002321,49.19063,1.001717,1
125.0405,107,0,107,952,3.599465,8.033353,1.988467,0.9978943,49.16436,0.9980737,1
125.5775,107,0,107,952,3.599465,8.033353,1.988467,0.9978943,49.16436,0.9980737,1
126.1868,108,0,108,952,3.604193,8.026809,1.982181,0.9992542,49.07988,1.000834,1
126.8006,109,0,109,952,3.597713,8.033272,1.974998,1.001555,48.97055,0.9987797,1
127.4367,110,0,110,951,3.604189,8.015326,1.975538,0.9990605,49.0583,0.9997101,1
127.9077,110,0,110,951,3.604189,8.015326,1.975538,0.9990605,49.0583,0.9997101,1
128.5479,112,0,112,951,3.594971,7.977677,1.971293,0.9999703,49.41711,0.9962797,1
129.1592,113,0,113,951,3.595388,7.953357,1.968008,0.9994648,49.37313,0.9934987,1
129.6581,113,0,113,950,3.595388,7.953357,1.968008,0.9994648,49.37313,0.9934987,1
130.1201,113,0,113,950,3.595388,7.953357,1.968008,0.9994648,49.37313,0.9934987,1
130.6057,113,0,113,949,3.595388,7.953357,1.968008,0.9994648,49.37313,0.9934987,1
131.1256,114,0,114,949,3.581746,7.954548,1.973856,0.9987867,49.41208,0.996017,1
131.7938,116,0,116,949,3.585241,7.964518,1.968423,0.9991899,49.57871,0.9999261,1
132.347,116,0,116,949,3.585241,7.964518,1.968423,0.9991899,49.57871,0.9999261,1
133.0335,118,0,118,949,3.575404,7.923069,1.969158,1.001846,49.39252,1.007039,1
133.8107,119,0,119,949,3.567506,7.932669,1.972549,0.9976676,49.42535,1.010014,1
134.4545,119,0,119,948,3.567506,7.932669,1.972549,0.9976676,49.42535,1.010014,1
135.2152,121,0,121,948,3.557912,7.928233,1.963066,1.001838,49.35231,1.012204,1
135.9349,122,0,122,947,3.550767,7.915012,1.967312,1.001552,49.27007,1.008656,1
136.5309,122,0,122,947,3.550767,7.915012,1.967312,1.001552,49.27007,1.008656,1
137.0426,122,0,122,946,3.550767,7.915012,1.967312,1.001552,49.27007,1.008656,1
137.5446,122,0,122,945,3.550767,7.915012,1.967312,1.001552,49.27007,1.008656,1
138.096,123,0,123,945,3.556941,7.909486,1.96811,1.003572,48.99361,1.012101,1
138.5786,123,0,123,945,3.556941,7.909486,1.96811,1.003572,48.99361,1.012101,1
139.0409,123,0,123,945,3.556941,7.909486,1.96811,1.003572,48.99361,1.012101,1
139.5202,123,0,123,945,3.556941,7.909486,1.96811,1.003572,48.99361,1.012101,1
140.031,124,0,124,945,3.545627,7.92373,1.973041,1.004888,48.83559,1.013757,1
140.6522,126,0,126,945,3.54267,7.899638,1.965953,1.002418,48.99533,1.011867,1
141.164,126,0,126,945,3.54267,7.899638,1.965953,1.002418,48.99533,1.011867,1
141.6371,126,0,126,945,3.54267,7.899638,1.965953,1.002418,48.99533,1.011867,1
142.3471,127,0,127,945,3.54351,7.884577,1.961231,1.002298,49.05132,1.011561,1
143.0699,128,0,128,945,3.529223,7.874335,1.955143,1.003172,49.09489,1.012161,1
143.8129,129,0,129,944,3.530626,7.861848,1.959111,1.005086,49.07471,1.011293,1
144.6768,131,0,131,944,3.524317,7.857299,1.954328,1.003607,49.36262,1.011271,1
145.43,134,0,134,944,3.512098,7.87079,1.96853,1.003244,49.10574,1.012464,1
146.0147,135,0,135,944,3.511507,7.865831,1.962027,1.003883,49.14148,1.010226,1
146.5031,135,0,135,943,3.511507,7.865831,1.962027,1.003883,49.14148,1.010226,1
147.0443,136,0,136,943,3.510926,7.850203,1.961354,1.00389,49.26574,1.006708,1
147.5182,136,0,136,943,3.510926,7.850203,1.961354,1.00389,49.26574,1.006708,1
147.9938,136,0,136,943,3.510926,7.850203,1.961354,1.00389,49.26574,1.006708,1
148.4881,136,0,136,943,3.510926,7.850203,1.961354,1.00389,49.26574,1.006708,1
149.0321,137,0,137,943,3.515206,7.839365,1.957207,1.004524,49.24894,1.00456,1
149.5215,137,0,137,943,3.515206,7.839365,1.957207,1.004524,49.24894,1.00456,1
149.9978,137,0,137,942,3.515206,7.839365,1.957207,1.004524,49.24894,1.00456,1
150.5515,137,0,137,941,3.515206,7.839365,1.957207,1.004524,49.24894,1.00456,1
151.075,137,0,137,941,3.515206,7.839365,1.957207,1.004524,49.24894,1.00456,1
151.6768,138,0,138,941,3.518856,7.83745,1.951406,1.002597,49.42456,1.007659,1
152.222,138,0,138,941,3.518856,7.83745,1.951406,1.002597,49.42456,1.007659,1
152.9679,140,0,140,940,3.503107,7.824184,1.950517,0.9961247,49.26339,1.008777,1
153.6048,141,0,141,940,3.501672,7.814347,1.956663,0.9944437,49.31454,1.011887,1
154.3324,142,0,142,939,3.493067,7.80673,1.958043,0.9962115,49.52711,1.012505,1
155.037,144,0,144,939,3.489445,7.838486,1.958343,0.9908909,49.81266,1.007211,1
155.7405,146,0,146,939,3.483294,7.839788,1.964583,0.990165,49.58296,1.00543,1
156.3804,147,0,147,938,3.47245,7.840324,1.96177,0.988706,49.48692,1.002678,1
156.9192,147,0,147,938,3.47245,7.840324,1.96177,0.988706,49.48692,1.002678,1
157.4678,147,0,147,937,3.47245,7.840324,1.96177,0.988706,49.48692,1.002678,1
158.0879,148,0,148,937,3.469794,7.818659,1.96303,0.9904715,49.52439,1.002431,1
158.6695,148,0,148,937,3.469794,7.818659,1.96303,0.9904715,49.52439,1.002431,1
159.3415,148,0,148,937,3.469794,7.818659,1.96303,0.9904715,49.52439,1.002431,1
159.9067,148,0,148,935,3.469794,7.818659,1.96303,0.9904715,49.52439,1.002431,1
160.456,148,0,148,934,3.469794,7.818659,1.96303,0.9904715,49.52439,1.002431,1
161.2065,150,0,150,933,3.471249,7.825186,1.96198,0.9935101,49.37764,1.003185,1
161.8001,150,0,150,933,3.471249,7.825186,1.96198,0.9935101,49.37764,1.003185,1
162.3276,150,0,150,933,3.471249,7.825186,1.96198,0.9935101,49.37764,1.003185,1
162.8598,150,0,150,933,3.471249,7.825186,1.96198,0.9935101,49.37764,1.003185,1
163.4489,151,0,151,932,3.475548,7.844264,1.965912,0.9907511,49.51068,1.005576,1
163.9815,151,0,151,932,3.475548,7.844264,1.965912,0.9907511,49.51068,1.005576,1
164.596,152,0,152,930,3.481038,7.841249,1.960189,0.9876219,49.55774,1.008691,1
165.2319,153,0,153,930,3.476718,7.851343,1.958201,0.9893368,49.46143,1.010657,1
165.909,155,0,155,930,3.469569,7.827519,1.959052,0.9861574,49.4767,1.006043,1
166.4711,155,0,155,929,3.469569,7.827519,1.959052,0.9861574,49.4767,1.006043,1
167.2736,156,0,156,929,3.466965,7.853092,1.961243,0.9878487,49.33061,1.008044,1
168.4281,160,0,160,928,3.469135,7.842455,1.953444,0.9904577,49.47342,1.004166,1
169.2115,161,0,161,928,3.463529,7.85113,1.950142,0.9880101,49.36916,1.002898,1
169.9134,161,0,161,928,3.463529,7.85113,1.950142,0.9880101,49.36916,1.002898,1
170.7901,163,0,163,928,3.465235,7.864239,1.954005,0.9853022,49.40271,0.9990182,1
171.5981,165,0,165,928,3.458266,7.873896,1.960973,0.9869747,49.38619,1.001718,1
172.2106,165,0,165,928,3.458266,7.873896,1.960973,0.9869747,49.38619,1.001718,1
172.8046,165,0,165,928,3.458266,7.873896,1.960973,0.9869747,49.38619,1.001718,1
173.3828,165,0,165,928,3.458266,7.873896,1.960973,0.9869747,49.38619,1.001718,1
174.0466,166,0,166,928,3.459674,7.850076,1.953789,0.9855177,49.36773,0.999388,1
174.6239,166,0,166,928,3.459674,7.850076,1.953789,0.9855177,49.36773,0.999388,1
175.2007,166,0,166,928,3.459674,7.850076,1.953789,0.9855177,49.36773,0.999388,1
175.875,167,0,167,928,3.457111,7.835347,1.949083,0.9871015,49.42374,0.99709,1
176.6876,168,0,168,926,3.452877,7.817262,1.954737,0.9861358,49.53888,0.995349,1
177.3831,168,0,168,926,3.452877,7.817262,1.954737,0.9861358,49.53888,0.995349,1
178.1477,169,0,169,925,3.454161,7.820715,1.952957,0.9874852,49.45038,0.9981306,1
178.8817,169,0,169,925,3.454161,7.820715,1.952957,0.9874852,49.45038,0.9981306,1
179.5543,169,0,169,925,3.454161,7.820715,1.952957,0.9874852,49.45038,0.9981306,1
180.1396,169,0,169,925,3.454161,7.820715,1.952957,0.9874852,49.45038,0.9981306,1
180.8036,170,0,170,923,3.450767,7.820755,1.951465,0.9890294,49.57968,0.9955924,1
181.6206,172,0,172,921,3.450063,7.792162,1.945723,0.9881024,49.62947,0.9989521,1
182.3122,172,0,172,921,3.450063,7.792162,1.945723,0.9881024,49.62947,0.9989521,1
183.2237,174,0,174,920,3.443565,7.806547,1.944565,0.987121,49.7872,0.998422,1
183.9726,175,0,175,919,3.445413,7.792607,1.94403,0.9865925,49.86375,0.9995918,1
184.5731,175,0,175,919,3.445413,7.792607,1.94403,0.9865925,49.86375,0.9995918,1
185.3217,175,0,175,919,3.445413,7.792607,1.94403,0.9865925,49.86375,0.9995918,1
185.9823,175,0,175,918,3.445413,7.792607,1.94403,0.9865925,49.86375,0.9995918,1
186.6635,175,0,175,916,3.445413,7.792607,1.94403,0.9865925,49.86375,0.9995918,1
187.4692,176,0,176,916,3.448782,7.777687,1.945857,0.9875693,49.81653,0.9962201,1
188.0849,176,0,176,915,3.448782,7.777687,1.945857,0.9875693,49.81653,0.9962201,1
188.6944,176,0,176,914,3.448782,7.777687,1.945857,0.9875693,49.81653,0.9962201,1
189.291,176,0,176,914,3.448782,7.777687,1.945857,0.9875693,49.81653,0.9962201,1
189.8924,176,0,176,914,3.448782,7.777687,1.945857,0.9875693,49.81653,0.9962201,1
190.4446,176,0,176,913,3.448782,7.777687,1.945857,0.9875693,49.81653,0.9962201,1
191.0061,176,0,176,913,3.448782,7.777687,1.945857,0.9875693,49.81653,0.9962201,1
191.5714,176,0,176,913,3.448782,7.777687,1.945857,0.9875693,49.81653,0.9962201,1
192.2578,177,0,177,913,3.449117,7.760596,1.947122,0.987669,49.88238,0.9944927,1
192.8736,177,0,177,913,3.449117,7.760596,1.947122,0.987669,49.88238,0.9944927,1
193.5505,177,0,177,912,3.449117,7.760596,1.947122,0.987669,49.88238,0.9944927,1
194.3613,178,0,178,912,3.453954,7.777998,1.949842,0.9879202,49.78286,0.9928413,1
195.1237,178,0,178,912,3.453954,7.777998,1.949842,0.9879202,49.78286,0.9928413,1
196.0293,180,0,180,911,3.445094,7.792707,1.946154,0.9908323,49.7399,0.9909251,1
196.7059,180,0,180,911,3.445094,7.792707,1.946154,0.9908323,49.7399,0.9909251,1
197.4048,181,0,181,910,3.449873,7.796963,1.945026,0.9899464,49.70999,0.9903255,1
198.1106,182,0,182,909,3.443781,7.814094,1.951021,0.9894494,49.57917,0.990787,1
198.7808,182,0,182,909,3.443781,7.814094,1.951021,0.9894494,49.57917,0.990787,1
199.3845,182,0,182,908,3.443781,7.814094,1.951021,0.9894494,49.57917,0.990787,1
199.937,181,0,181,907,3.446955,7.818173,1.954612,0.98801,49.64907,0.9909594,1
200.7994,184,0,184,907,3.446158,7.80608,1.953685,0.9883035,49.75492,0.9900964,1
201.5787,185,0,185,907,3.4385,7.79647,1.958359,0.9897181,49.7794,0.9931871,1
202.4301,186,0,186,907,3.436868,7.805521,1.957858,0.9910925,49.78875,0.9926156,1
203.1722,187,0,187,907,3.434429,7.826573,1.95738,0.992477,49.85798,0.991834,1
203.8661,187,0,187,905,3.434429,7.826573,1.95738,0.992477,49.85798,0.991834,1
204.5201,187,0,187,905,3.434429,7.826573,1.95738,0.992477,49.85798,0.991834,1
205.1221,187,0,187,905,3.434429,7.826573,1.95738,0.992477,49.85798,0.991834,1
205.7941,188,0,188,904,3.427608,7.834825,1.961584,0.9904553,49.73713,0.9893265,1
206.3947,188,0,188,904,3.427608,7.834825,1.961584,0.9904553,49.73713,0.9893265,1
206.9586,188,0,188,904,3.427608,7.834825,1.961584,0.9904553,49.73713,0.9893265,1
207.667,189,0,189,903,3.425244,7.826554,1.965393,0.9915445,49.8465,0.991164,1
208.4962,191,0,191,902,3.425124,7.84267,1.962904,0.9904167,49.87783,0.9961065,1
209.1587,191,0,191,902,3.425124,7.84267,1.962904,0.9904167,49.87783,0.9961065,1
209.7702,191,0,191,900,3.425124,7.84267,1.962904,0.9904167,49.87783,0.9961065,1
210.5186,191,0,191,900,3.425124,7.84267,1.962904,0.9904167,49.87783,0.9961065,1
211.1893,191,0,191,900,3.425124,7.84267,1.962904,0.9904167,49.87783,0.9961065,1
211.8631,191,0,191,900,3.425124,7.84267,1.962904,0.9904167,49.87783,0.9961065,1
212.6561,192,0,192,900,3.418866,7.837415,1.968157,0.9909933,49.88016,0.9977042,1
213.6017,195,0,195,900,3.42223,7.854957,1.968488,0.9940422,49.71262,0.9950915,1
214.3945,196,0,196,900,3.421006,7.850125,1.96682,0.991729,49.71371,0.9964271,1
215.0853,196,0,196,899,3.421006,7.850125,1.96682,0.991729,49.71371,0.9964271,1
215.9674,198,0,198,898,3.409829,7.834967,1.960598,0.9914262,49.9526,0.9966139,1
216.6425,198,0,198,898,3.409829,7.834967,1.960598,0.9914262,49.9526,0.9966139,1
217.2973,198,0,198,898,3.409829,7.834967,1.960598,0.9914262,49.9526,0.9966139,1
218.0083,199,0,199,897,3.409341,7.826283,1.954579,0.991127,49.85164,0.9956635,1
218.9227,201,0,201,896,3.397356,7.802431,1.952459,0.9863256,50.11148,0.9972501,1
219.6608,201,0,201,893,3.397356,7.802431,1.952459,0.9863256,50.11148,0.9972501,1
220.386,201,0,201,893,3.397356,7.802431,1.952459,0.9863256,50.11148,0.9972501,1
221.089,201,0,201,893,3.397356,7.802431,1.952459,0.9863256,50.11148,0.9972501,1
222.0243,204,0,204,891,3.390106,7.778817,1.953574,0.9861715,50.29155,0.9980741,1
222.7185,204,0,204,890,3.390106,7.778817,1.953574,0.9861715,50.29155,0.9980741,1
223.7646,204,0,204,888,3.388299,7.759641,1.944257,0.9852403,50.43007,0.9954447,1
224.5452,204,0,204,888,3.388299,7.759641,1.944257,0.9852403,50.43007,0.9954447,1
225.6997,205,0,205,888,3.384825,7.743032,1.946775,0.9845621,50.38464,0.9960772,1
226.7196,206,0,206,888,3.38728,7.763549,1.949981,0.9838367,50.26682,0.9961211,1
227.7456,208,0,208,888,3.380517,7.763874,1.94502,0.9842057,50.20803,0.9932789,1
228.7207,209,0,209,886,3.37343,7.758535,1.946396,0.9853898,50.11692,0.9948444,1
229.724,210,0,210,886,3.37789,7.750321,1.949485,0.9836679,50.17198,0.9954689,1
230.4491,210,0,210,886,3.37789,7.750321,1.949485,0.9836679,50.17198,0.9954689,1
231.2935,211,0,211,885,3.377197,7.746331,1.958056,0.9829674,50.13863,0.9974753,1
232.1721,212,0,212,885,3.381019,7.741089,1.956304,0.9814106,50.27259,0.9988282,1
233.0458,212,0,212,882,3.381019,7.741089,1.956304,0.9814106,50.27259,0.9988282,1
233.9879,213,0,213,882,3.384014,7.744757,1.955947,0.9796779,50.34282,0.9996149,1
234.9247,214,0,214,881,3.383148,7.756267,1.955754,0.9808471,50.33726,0.9973727,1
235.9547,215,0,215,880,3.383893,7.747706,1.956683,0.9814154,50.2409,0.9970741,1
236.8243,215,0,215,879,3.383893,7.747706,1.956683,0.9814154,50.2409,0.9970741,1
237.6147,215,0,215,874,3.383893,7.747706,1.956683,0.9814154,50.2409,0.9970741,1
238.3273,215,0,215,872,3.383893,7.747706,1.956683,0.9814154,50.2409,0.9970741,1
239.287,217,0,217,870,3.38528,7.752753,1.955609,0.9815456,50.10995,0.9987914,1
240.0469,217,0,217,869,3.38528,7.752753,1.955609,0.9815456,50.10995,0.9987914,1
241.2723,222,0,222,868,3.380785,7.750195,1.954677,0.9826616,49.99424,1.000244,1
242.3495,223,0,223,868,3.379961,7.732674,1.959596,0.9823821,49.92946,1.00181,1
243.2081,223,0,223,868,3.379961,7.732674,1.959596,0.9823821,49.92946,1.00181,1
244.3718,225,0,225,866,3.382215,7.720072,1.95887,0.9823899,49.91155,1.002918,1
245.6162,228,0,228,865,3.373791,7.736628,1.952027,0.9827828,49.95948,0.9991544,1
246.7885,230,0,230,865,3.368982,7.72655,1.954301,0.9821603,49.88772,1.001366,1
247.7853,231,0,231,865,3.367209,7.713491,1.952577,0.9800731,49.83194,1.003569,1
248.5217,231,0,231,865,3.367209,7.713491,1.952577,0.9800731,49.83194,1.003569,1
249.2929,231,0,231,864,3.367209,7.713491,1.952577,0.9800731,49.83194,1.003569,1
250.0482,231,0,231,863,3.367209,7.713491,1.952577,0.9800731,49.83194,1.003569,1
250.7852,231,0,231,863,3.367209,7.713491,1.952577,0.9800731,49.83194,1.003569,1
251.4814,231,0,231,861,3.367209,7.713491,1.952577,0.9800731,49.83194,1.003569,1
252.2927,232,0,232,858,3.366049,7.695336,1.953834,0.9810296,49.87787,1.00314,1
