Time, Total Creatures, Predators, Prey, Trees, Speed, Look Radius, Max Offspring, Size, Storage, ReproductiveUrge, Eye Color
0,0,0,0,0,0,0,0,0,0,0,0
1.005731,0,0,0,0,0,0,0,0,0,0,0
1.922794,0,0,0,0,0,0,0,0,0,0,0
2.92873,0,0,0,0,0,0,0,0,0,0,0
3.937569,0,0,0,0,0,0,0,0,0,0,0
4.951334,0,0,0,0,0,0,0,0,0,0,0
5.9636,0,0,0,0,0,0,0,0,0,0,0
6.966292,0,0,0,0,0,0,0,0,0,0,0
7.973209,0,0,0,0,0,0,0,0,0,0,0
8.985015,0,0,0,0,0,0,0,0,0,0,0
10.01073,0,0,0,0,0,0,0,0,0,0,0
11.01766,0,0,0,0,0,0,0,0,0,0,0
12.03198,0,0,0,0,0,0,0,0,0,0,0
13.04194,0,0,0,0,0,0,0,0,0,0,0
14.05048,0,0,0,0,0,0,0,0,0,0,0
15.06396,0,0,0,0,0,0,0,0,0,0,0
16.07402,0,0,0,0,0,0,0,0,0,0,0
17.08625,0,0,0,0,0,0,0,0,0,0,0
18.08809,0,0,0,0,0,0,0,0,0,0,0
19.09497,0,0,0,0,0,0,0,0,0,0,0
20.10698,0,0,0,0,0,0,0,0,0,0,0
21.11846,0,0,0,0,0,0,0,0,0,0,0
22.12477,0,0,0,0,0,0,0,0,0,0,0
23.1351,0,0,0,0,0,0,0,0,0,0,0
24.14576,0,0,0,0,0,0,0,0,0,0,0
25.15547,0,0,0,0,0,0,0,0,0,0,0
26.20297,0,0,0,0,0,0,0,0,0,0,0
27.20438,0,0,0,0,0,0,0,0,0,0,0
28.28765,0,0,0,0,0,0,0,0,0,0,0
29.29754,0,0,0,0,0,0,0,0,0,0,0
30.35871,0,0,0,0,0,0,0,0,0,0,0
31.36949,0,0,0,0,0,0,0,0,0,0,0
32.39653,0,0,0,0,0,0,0,0,0,0,0
33.40821,0,0,0,0,0,0,0,0,0,0,0
34.45179,0,0,0,0,0,0,0,0,0,0,0
35.46533,0,0,0,0,0,0,0,0,0,0,0
36.47227,0,0,0,0,0,0,0,0,0,0,0
37.48784,0,0,0,0,0,0,0,0,0,0,0
38.51032,0,0,0,0,0,0,0,0,0,0,0
39.52901,0,0,0,0,0,0,0,0,0,0,0
40.55024,0,0,0,0,0,0,0,0,0,0,0
41.59067,0,0,0,0,0,0,0,0,0,0,0
42.62572,0,0,0,0,0,0,0,0,0,0,0
43.62892,0,0,0,0,0,0,0,0,0,0,0
44.62913,0,0,0,0,0,0,0,0,0,0,0
45.63892,0,0,0,0,0,0,0,0,0,0,0
46.64639,0,0,0,0,0,0,0,0,0,0,0
47.65109,0,0,0,0,0,0,0,0,0,0,0
48.66127,0,0,0,0,0,0,0,0,0,0,0
49.66859,0,0,0,0,0,0,0,0,0,0,0
50.68169,0,0,0,0,0,0,0,0,0,0,0
51.69234,0,0,0,0,0,0,0,0,0,0,0
52.69761,0,0,0,0,0,0,0,0,0,0,0
53.71778,0,0,0,0,0,0,0,0,0,0,0
54.72123,0,0,0,0,0,0,0,0,0,0,0
55.73793,0,0,0,0,0,0,0,0,0,0,0
56.7495,0,0,0,0,0,0,0,0,0,0,0
57.76485,0,0,0,0,0,0,0,0,0,0,0
58.77977,0,0,0,0,0,0,0,0,0,0,0
59.79602,0,0,0,0,0,0,0,0,0,0,0
60.81316,0,0,0,0,0,0,0,0,0,0,0
61.82105,0,0,0,0,0,0,0,0,0,0,0
62.86619,0,0,0,0,0,0,0,0,0,0,0
63.89616,0,0,0,0,0,0,0,0,0,0,0
64.90308,0,0,0,7,0,0,0,0,0,0,0
65.95309,0,0,0,21,0,0,0,0,0,0,0
67.02528,0,0,0,34,0,0,0,0,0,0,0
68.03408,0,0,0,46,0,0,0,0,0,0,0
69.0427,0,0,0,60,0,0,0,0,0,0,0
70.04996,0,0,0,78,0,0,0,0,0,0,0
71.06781,0,0,0,101,0,0,0,0,0,0,0
72.07638,0,0,0,101,0,0,0,0,0,0,0
73.07801,0,0,0,101,0,0,0,0,0,0,0
74.08269,0,0,0,101,0,0,0,0,0,0,0
75.08857,0,0,0,101,0,0,0,0,0,0,0
76.0914,0,0,0,101,0,0,0,0,0,0,0
77.10763,0,0,0,101,0,0,0,0,0,0,0
78.12299,0,0,0,101,0,0,0,0,0,0,0
79.14193,0,0,0,101,0,0,0,0,0,0,0
80.14691,0,0,0,101,0,0,0,0,0,0,0
81.34474,0,0,0,101,0,0,0,0,0,0,0
81.8917,0,0,0,101,0,0,0,0,0,0,0
82.48402,0,0,0,101,0,0,0,0,0,0,0
83.14443,0,0,0,101,0,0,0,0,0,0,0
83.86919,0,0,0,101,0,0,0,0,0,0,0
84.55074,0,0,0,101,0,0,0,0,0,0,0
85.19681,0,0,0,101,0,0,0,0,0,0,0
85.84829,0,0,0,101,0,0,0,0,0,0,0
86.50358,0,0,0,101,0,0,0,0,0,0,0
87.19546,0,0,0,101,0,0,0,0,0,0,0
87.86785,0,0,0,101,0,0,0,0,0,0,0
88.57619,0,0,0,101,0,0,0,0,0,0,0
89.2542,0,0,0,101,0,0,0,0,0,0,0
89.94346,0,0,0,101,0,0,0,0,0,0,0
90.62936,0,0,0,101,0,0,0,0,0,0,0
91.30632,0,0,0,101,0,0,0,0,0,0,0
92.01794,0,0,0,101,0,0,0,0,0,0,0
