Time, Total Creatures, Predators, Prey, Trees, Speed, Look Radius, Max Offspring, Size, Storage, ReproductiveUrge, Eye Color
0,0,0,0,0,0,0,0,0,0,0,0
1.006601,0,0,0,0,0,0,0,0,0,0,0
1.923554,0,0,0,0,0,0,0,0,0,0,0
2.936961,0,0,0,0,0,0,0,0,0,0,0
3.940995,0,0,0,0,0,0,0,0,0,0,0
4.951182,0,0,0,0,0,0,0,0,0,0,0
5.960821,0,0,0,0,0,0,0,0,0,0,0
6.964134,0,0,0,0,0,0,0,0,0,0,0
7.96449,0,0,0,0,0,0,0,0,0,0,0
8.967442,0,0,0,0,0,0,0,0,0,0,0
9.974308,0,0,0,0,0,0,0,0,0,0,0
10.97756,0,0,0,0,0,0,0,0,0,0,0
11.98618,0,0,0,0,0,0,0,0,0,0,0
12.99624,0,0,0,0,0,0,0,0,0,0,0
14.00324,0,0,0,0,0,0,0,0,0,0,0
15.01087,0,0,0,0,0,0,0,0,0,0,0
16.01374,0,0,0,0,0,0,0,0,0,0,0
17.02471,11,0,11,0,2.731495,6,2,1,50,1,1
18.03102,11,0,11,0,2.731495,6,2,1,50,1,1
19.15857,11,0,11,0,2.731495,6,2,1,50,1,1
20.18148,11,0,11,0,2.731495,6,2,1,50,1,1
21.18715,11,0,11,0,2.731495,6,2,1,50,1,1
22.18781,11,0,11,0,2.731495,6,2,1,50,1,1
23.19473,11,0,11,0,2.731495,6,2,1,50,1,1
24.21471,11,0,11,0,2.731495,6,2,1,50,1,1
25.22469,11,0,11,0,2.731495,6,2,1,50,1,1
26.22684,11,0,11,0,2.731495,6,2,1,50,1,1
27.23685,11,0,11,0,2.731495,6,2,1,50,1,1
28.2471,11,0,11,0,2.731495,6,2,1,50,1,1
29.25895,11,0,11,0,2.731495,6,2,1,50,1,1
30.26418,11,0,11,0,2.731495,6,2,1,50,1,1
31.31091,11,0,11,0,2.731495,6,2,1,50,1,1
32.31998,11,0,11,0,2.731495,6,2,1,50,1,1
33.36028,22,0,22,0,2.2415,6,2,1,75.5,1,1
34.3708,22,0,22,0,2.2415,6,2,1,75.5,1,1
35.37918,22,0,22,0,2.2415,6,2,1,75.5,1,1
36.38954,22,0,22,0,2.2415,6,2,1,75.5,1,1
37.38992,22,0,22,0,2.2415,6,2,1,75.5,1,1
38.39139,22,0,22,0,2.2415,6,2,1,75.5,1,1
39.39717,22,0,22,0,2.2415,6,2,1,75.5,1,1
40.41315,22,0,22,0,2.2415,6,2,1,75.5,1,1
41.42645,22,0,22,0,2.2415,6,2,1,75.5,1,1
42.42897,22,0,22,0,2.2415,6,2,1,75.5,1,1
43.44103,22,0,22,0,2.2415,6,2,1,75.5,1,1
44.48559,22,0,22,0,2.2415,6,2,1,75.5,1,1
45.49396,22,0,22,0,2.2415,6,2,1,75.5,1,1
46.50886,22,0,22,0,2.2415,6,2,1,75.5,1,1
47.5153,22,0,22,0,2.2415,6,2,1,75.5,1,1
48.51767,22,0,22,0,2.2415,6,2,1,75.5,1,1
49.53044,22,0,22,0,2.2415,6,2,1,75.5,1,1
50.58229,22,0,22,0,2.2415,6,2,1,75.5,1,1
51.59055,22,0,22,0,2.2415,6,2,1,75.5,1,1
52.59174,22,0,22,0,2.2415,6,2,1,75.5,1,1
53.59402,22,0,22,0,2.2415,6,2,1,75.5,1,1
54.59462,22,0,22,0,2.2415,6,2,1,75.5,1,1
55.60993,22,0,22,0,2.2415,6,2,1,75.5,1,1
56.61021,22,0,22,0,2.2415,6,2,1,75.5,1,1
57.63689,22,0,22,0,2.2415,6,2,1,75.5,1,1
58.67156,22,0,22,0,2.2415,6,2,1,75.5,1,1
59.67826,22,0,22,0,2.2415,6,2,1,75.5,1,1
60.70684,22,0,22,0,2.2415,6,2,1,75.5,1,1
61.71641,22,0,22,0,2.2415,6,2,1,75.5,1,1
62.73874,22,0,22,0,2.2415,6,2,1,75.5,1,1
63.75558,22,0,22,0,2.2415,6,2,1,75.5,1,1
64.77113,22,0,22,0,2.2415,6,2,1,75.5,1,1
65.77879,22,0,22,0,2.2415,6,2,1,75.5,1,1
66.7943,22,0,22,0,2.2415,6,2,1,75.5,1,1
67.81054,22,0,22,0,2.2415,6,2,1,75.5,1,1
68.81427,22,0,22,0,2.2415,6,2,1,75.5,1,1
69.84603,22,0,22,0,2.2415,6,2,1,75.5,1,1
70.86607,22,0,22,0,2.2415,6,2,1,75.5,1,1
71.89828,22,0,22,0,2.2415,6,2,1,75.5,1,1
72.90317,22,0,22,0,2.2415,6,2,1,75.5,1,1
73.92892,22,0,22,0,2.2415,6,2,1,75.5,1,1
74.93516,22,0,22,0,2.2415,6,2,1,75.5,1,1
75.93683,22,0,22,0,2.2415,6,2,1,75.5,1,1
