Time, Total Creatures, Predators, Prey, Trees, Speed, Look Radius, Max Offspring, Size, Storage, ReproductiveUrge, Eye Color
0,0,0,0,0,0,0,0,0,0,0,0
1.007945,0,0,0,0,0,0,0,0,0,0,0
1.920074,0,0,0,0,0,0,0,0,0,0,0
2.922596,0,0,0,0,0,0,0,0,0,0,0
3.935489,0,0,0,0,0,0,0,0,0,0,0
4.94735,0,0,0,0,0,0,0,0,0,0,0
5.947819,0,0,0,0,0,0,0,0,0,0,0
6.960283,0,0,0,0,0,0,0,0,0,0,0
7.968854,0,0,0,0,0,0,0,0,0,0,0
8.970808,0,0,0,0,0,0,0,0,0,0,0
9.983124,0,0,0,0,0,0,0,0,0,0,0
10.99194,0,0,0,0,0,0,0,0,0,0,0
12.00184,0,0,0,0,0,0,0,0,0,0,0
13.01074,0,0,0,0,0,0,0,0,0,0,0
14.02291,0,0,0,0,0,0,0,0,0,0,0
15.11901,0,0,0,0,0,0,0,0,0,0,0
16.11918,0,0,0,0,0,0,0,0,0,0,0
17.12403,0,0,0,0,0,0,0,0,0,0,0
18.13485,0,0,0,11,0,0,0,0,0,0,0
19.1459,0,0,0,38,0,0,0,0,0,0,0
20.15795,0,0,0,62,0,0,0,0,0,0,0
21.17244,0,0,0,70,0,0,0,0,0,0,0
22.25626,0,0,0,85,0,0,0,0,0,0,0
22.56086,0,0,0,86,0,0,0,0,0,0,0
22.77937,0,0,0,86,0,0,0,0,0,0,0
23.0471,0,0,0,86,0,0,0,0,0,0,0
23.42543,0,0,0,86,0,0,0,0,0,0,0
23.87953,0,0,0,87,0,0,0,0,0,0,0
24.43177,0,0,0,88,0,0,0,0,0,0,0
24.98479,0,0,0,89,0,0,0,0,0,0,0
25.5131,0,0,0,90,0,0,0,0,0,0,0
26.05152,0,0,0,90,0,0,0,0,0,0,0
26.5847,0,0,0,90,0,0,0,0,0,0,0
27.12356,0,0,0,90,0,0,0,0,0,0,0
27.68997,0,0,0,91,0,0,0,0,0,0,0
28.27922,0,0,0,91,0,0,0,0,0,0,0
28.84535,0,0,0,92,0,0,0,0,0,0,0
29.41697,0,0,0,92,0,0,0,0,0,0,0
29.98076,0,0,0,92,0,0,0,0,0,0,0
30.56342,0,0,0,92,0,0,0,0,0,0,0
31.22144,0,0,0,92,0,0,0,0,0,0,0
31.89881,0,0,0,92,0,0,0,0,0,0,0
32.60385,0,0,0,93,0,0,0,0,0,0,0
33.351,0,0,0,93,0,0,0,0,0,0,0
34.04008,0,0,0,93,0,0,0,0,0,0,0
34.70478,0,0,0,94,0,0,0,0,0,0,0
35.3665,0,0,0,94,0,0,0,0,0,0,0
36.02003,0,0,0,94,0,0,0,0,0,0,0
36.64562,0,0,0,95,0,0,0,0,0,0,0
37.34935,0,0,0,95,0,0,0,0,0,0,0
38.05179,0,0,0,95,0,0,0,0,0,0,0
38.64138,0,0,0,95,0,0,0,0,0,0,0
39.16758,0,0,0,95,0,0,0,0,0,0,0
39.69012,0,0,0,96,0,0,0,0,0,0,0
40.16505,0,0,0,97,0,0,0,0,0,0,0
40.67571,0,0,0,97,0,0,0,0,0,0,0
41.14917,0,0,0,98,0,0,0,0,0,0,0
41.63565,0,0,0,99,0,0,0,0,0,0,0
42.14459,0,0,0,100,0,0,0,0,0,0,0
42.66438,0,0,0,101,0,0,0,0,0,0,0
43.20238,0,0,0,101,0,0,0,0,0,0,0
43.66856,0,0,0,101,0,0,0,0,0,0,0
44.10686,0,0,0,101,0,0,0,0,0,0,0
44.55206,0,0,0,101,0,0,0,0,0,0,0
45.01511,0,0,0,101,0,0,0,0,0,0,0
45.52312,0,0,0,101,0,0,0,0,0,0,0
46.00978,0,0,0,102,0,0,0,0,0,0,0
46.474,0,0,0,101,0,0,0,0,0,0,0
46.94212,0,0,0,101,0,0,0,0,0,0,0
47.39276,0,0,0,101,0,0,0,0,0,0,0
47.88391,0,0,0,101,0,0,0,0,0,0,0
48.34255,0,0,0,101,0,0,0,0,0,0,0
48.81266,0,0,0,101,0,0,0,0,0,0,0
49.28989,0,0,0,101,0,0,0,0,0,0,0
49.75417,0,0,0,101,0,0,0,0,0,0,0
