Time, Total Creatures, Predators, Prey, Trees, Speed, Look Radius, Max Offspring, Size, Storage, ReproductiveUrge, Eye Color
0,0,0,0,0,0,0,0,0,0,0,0
1.010617,0,0,0,0,0,0,0,0,0,0,0
1.924128,0,0,0,0,0,0,0,0,0,0,0
2.931212,0,0,0,0,0,0,0,0,0,0,0
3.937578,0,0,0,0,0,0,0,0,0,0,0
4.938442,0,0,0,0,0,0,0,0,0,0,0
5.940728,0,0,0,0,0,0,0,0,0,0,0
6.947003,0,0,0,0,0,0,0,0,0,0,0
7.958327,0,0,0,0,0,0,0,0,0,0,0
8.969151,0,0,0,0,0,0,0,0,0,0,0
9.979872,0,0,0,0,0,0,0,0,0,0,0
10.98486,0,0,0,0,0,0,0,0,0,0,0
11.9927,0,0,0,0,0,0,0,0,0,0,0
13.00216,0,0,0,0,0,0,0,0,0,0,0
14.00979,0,0,0,0,0,0,0,0,0,0,0
15.01366,0,0,0,0,0,0,0,0,0,0,0
16.02304,0,0,0,0,0,0,0,0,0,0,0
17.03514,0,0,0,0,0,0,0,0,0,0,0
18.0354,0,0,0,0,0,0,0,0,0,0,0
19.04463,0,0,0,0,0,0,0,0,0,0,0
20.05748,0,0,0,0,0,0,0,0,0,0,0
21.05994,0,0,0,0,0,0,0,0,0,0,0
22.06652,0,0,0,0,0,0,0,0,0,0,0
23.07123,0,0,0,0,0,0,0,0,0,0,0
24.07208,0,0,0,0,0,0,0,0,0,0,0
25.08038,0,0,0,0,0,0,0,0,0,0,0
26.08235,0,0,0,0,0,0,0,0,0,0,0
27.08817,0,0,0,0,0,0,0,0,0,0,0
28.09975,0,0,0,0,0,0,0,0,0,0,0
29.11532,0,0,0,0,0,0,0,0,0,0,0
30.13045,0,0,0,0,0,0,0,0,0,0,0
31.14556,0,0,0,0,0,0,0,0,0,0,0
32.1544,0,0,0,0,0,0,0,0,0,0,0
33.15649,0,0,0,0,0,0,0,0,0,0,0
34.16427,0,0,0,6,0,0,0,0,0,0,0
35.18724,0,0,0,17,0,0,0,0,0,0,0
36.21908,0,0,0,30,0,0,0,0,0,0,0
36.43286,0,0,0,30,0,0,0,0,0,0,0
36.67255,0,0,0,31,0,0,0,0,0,0,0
36.92743,0,0,0,32,0,0,0,0,0,0,0
37.22973,0,0,0,32,0,0,0,0,0,0,0
37.54231,0,0,0,33,0,0,0,0,0,0,0
37.86419,0,0,0,33,0,0,0,0,0,0,0
38.20812,0,0,0,33,0,0,0,0,0,0,0
38.52729,0,0,0,34,0,0,0,0,0,0,0
38.85078,0,0,0,34,0,0,0,0,0,0,0
39.19021,0,0,0,35,0,0,0,0,0,0,0
39.53223,0,0,0,35,0,0,0,0,0,0,0
39.87268,0,0,0,35,0,0,0,0,0,0,0
40.18107,0,0,0,35,0,0,0,0,0,0,0
40.49488,0,0,0,36,0,0,0,0,0,0,0
40.81286,0,0,0,37,0,0,0,0,0,0,0
41.15594,0,0,0,37,0,0,0,0,0,0,0
41.57094,0,0,0,37,0,0,0,0,0,0,0
41.90717,0,0,0,37,0,0,0,0,0,0,0
42.22412,0,0,0,37,0,0,0,0,0,0,0
42.54095,0,0,0,38,0,0,0,0,0,0,0
42.87634,0,0,0,38,0,0,0,0,0,0,0
43.21156,0,0,0,39,0,0,0,0,0,0,0
43.52595,0,0,0,40,0,0,0,0,0,0,0
43.85125,0,0,0,40,0,0,0,0,0,0,0
