Time, Total Creatures, Predators, Prey, Trees, Speed, Look Radius
0,0,0,0,0,0,0
1.009772,0,0,0,0,0,0
1.952384,0,0,0,0,0,0
2.96525,0,0,0,0,0,0
3.974653,0,0,0,0,0,0
4.976982,0,0,0,0,0,0
6.00038,0,0,0,0,0,0
7.004504,0,0,0,0,0,0
8.031163,0,0,0,0,0,0
9.042647,0,0,0,0,0,0
10.07459,0,0,0,0,0,0
11.07548,0,0,0,0,0,0
12.08204,0,0,0,0,0,0
13.10272,0,0,0,0,0,0
14.10771,0,0,0,0,0,0
15.1122,0,0,0,0,0,0
16.13391,0,0,0,0,0,0
17.14462,0,0,0,0,0,0
18.16341,0,0,0,0,0,0
19.16664,0,0,0,0,0,0
20.18448,0,0,0,0,0,0
21.19544,0,0,0,0,0,0
22.20982,0,0,0,0,0,0
23.21435,0,0,0,0,0,0
24.22591,0,0,0,0,0,0
25.24003,0,0,0,0,0,0
26.25223,0,0,0,0,0,0
27.26546,0,0,0,0,0,0
28.2773,0,0,0,0,0,0
29.27947,0,0,0,0,0,0
30.29611,0,0,0,0,0,0
31.29977,0,0,0,0,0,0
32.33378,0,0,0,0,0,0
33.35916,0,0,0,0,0,0
34.36035,0,0,0,0,0,0
35.36142,0,0,0,0,0,0
36.3727,0,0,0,0,0,0
37.3894,0,0,0,0,0,0
38.40433,0,0,0,0,0,0
39.42197,0,0,0,0,0,0
40.437,0,0,0,0,0,0
41.46967,0,0,0,0,0,0
42.5305,0,0,0,0,0,0
43.54401,0,0,0,0,0,0
44.55942,0,0,0,0,0,0
45.56633,0,0,0,0,0,0
46.58285,0,0,0,0,0,0
