Time, Total Creatures, Predators, Prey, Trees, Speed, Look Radius
0,0,0,0,0,0,0
1.010139,0,0,0,0,0,0
1.928756,0,0,0,0,0,0
2.930437,0,0,0,0,0,0
3.935751,0,0,0,0,0,0
4.938506,0,0,0,0,0,0
5.953316,0,0,0,0,0,0
6.965329,0,0,0,0,0,0
7.975712,0,0,0,0,0,0
8.986162,0,0,0,0,0,0
9.99299,0,0,0,0,0,0
10.9983,0,0,0,0,0,0
12.00739,0,0,0,0,0,0
13.01934,0,0,0,0,0,0
14.02967,0,0,0,0,0,0
15.03454,0,0,0,0,0,0
16.041,0,0,0,0,0,0
17.05081,0,0,0,0,0,0
18.06282,0,0,0,0,0,0
19.06885,0,0,0,0,0,0
20.07613,0,0,0,0,0,0
21.07936,0,0,0,0,0,0
22.08233,0,0,0,0,0,0
23.08813,0,0,0,0,0,0
24.09557,0,0,0,0,0,0
25.09581,0,0,0,0,0,0
26.10486,0,0,0,0,0,0
27.11633,0,0,0,0,0,0
28.12541,0,0,0,0,0,0
29.13414,0,0,0,0,0,0
30.14065,0,0,0,0,0,0
31.14873,0,0,0,0,0,0
32.15425,0,0,0,0,0,0
33.1634,0,0,0,0,0,0
34.1711,0,0,0,0,0,0
35.17997,0,0,0,0,0,0
36.18288,0,0,0,0,0,0
37.18705,0,0,0,0,0,0
38.19847,0,0,0,0,0,0
39.20541,0,0,0,0,0,0
40.21601,0,0,0,0,0,0
41.22212,0,0,0,0,0,0
42.22988,0,0,0,0,0,0
43.23216,0,0,0,0,0,0
44.23817,0,0,0,0,0,0
45.24414,0,0,0,0,0,0
46.25374,0,0,0,0,0,0
47.26012,0,0,0,0,0,0
48.2646,0,0,0,0,0,0
49.26557,0,0,0,0,0,0
50.26922,0,0,0,0,0,0
51.27632,0,0,0,0,0,0
52.28406,0,0,0,0,0,0
53.29078,0,0,0,0,0,0
54.2995,0,0,0,0,0,0
55.31006,0,0,0,0,0,0
56.34999,0,0,0,0,0,0
56.61659,0,0,0,0,0,0
56.92805,0,0,0,0,0,0
57.25237,0,0,0,0,0,0
57.57095,0,0,0,0,0,0
57.9365,0,0,0,0,0,0
58.30412,0,0,0,0,0,0
58.7207,0,0,0,0,0,0
59.10791,0,0,0,0,0,0
59.5107,0,0,0,0,0,0
59.90494,0,0,0,0,0,0
60.4076,0,0,0,0,0,0
60.84479,0,0,0,0,0,0
61.28493,0,0,0,0,0,0
61.71947,0,0,0,0,0,0
62.14613,0,0,0,0,0,0
62.54325,0,0,0,0,0,0
62.93464,0,0,0,0,0,0
63.31866,0,0,0,0,0,0
63.68631,0,0,0,0,0,0
64.06601,0,0,0,0,0,0
64.41499,0,0,0,0,0,0
64.75975,0,0,0,0,0,0
65.12609,0,0,0,0,0,0
65.46691,0,0,0,0,0,0
65.80334,0,0,0,0,0,0
66.16405,0,0,0,0,0,0
66.60471,0,0,0,0,0,0
66.9905,0,0,0,0,0,0
67.34303,0,0,0,0,0,0
67.70896,0,0,0,0,0,0
68.06237,0,0,0,0,0,0
68.42395,0,0,0,0,0,0
68.81946,0,0,0,0,0,0
69.23151,0,0,0,0,0,0
69.60175,0,0,0,0,0,0
69.96076,0,0,0,0,0,0
70.32186,0,0,0,0,0,0
70.67311,0,0,0,0,0,0
71.02166,0,0,0,0,0,0
71.36885,0,0,0,0,0,0
71.71674,0,0,0,0,0,0
72.08421,0,0,0,0,0,0
72.43134,0,0,0,0,0,0
72.7638,0,0,0,0,0,0
73.15999,0,0,0,0,0,0
73.67097,0,0,0,0,0,0
74.10966,0,0,0,0,0,0
74.48523,0,0,0,0,0,0
74.85722,0,0,0,0,0,0
75.22313,0,0,0,0,0,0
76.13374,0,0,0,0,0,0
76.6385,0,0,0,0,0,0
77.04113,0,0,0,0,0,0
77.40249,0,0,0,0,0,0
77.75516,0,0,0,0,0,0
78.10843,0,0,0,0,0,0
78.4677,0,0,0,0,0,0
78.85872,0,0,0,0,0,0
79.25408,0,0,0,0,0,0
79.61636,0,0,0,0,0,0
79.97242,0,0,0,0,0,0
80.34285,0,0,0,0,0,0
80.70081,0,0,0,0,0,0
81.04485,0,0,0,0,0,0
81.38949,0,0,0,0,0,0
81.72758,0,0,0,0,0,0
82.0974,0,0,0,0,0,0
82.48175,0,0,0,0,0,0
82.82633,0,0,0,0,0,0
83.16692,0,0,0,0,0,0
83.51484,0,0,0,0,0,0
83.87046,0,0,0,0,0,0
84.24014,0,0,0,0,0,0
84.59985,0,0,0,0,0,0
84.97371,0,0,0,0,0,0
85.36523,0,0,0,0,0,0
85.77134,0,0,0,0,0,0
86.14548,0,0,0,0,0,0
86.54865,0,0,0,0,0,0
86.97913,0,0,0,0,0,0
87.37341,0,0,0,0,0,0
87.77391,0,0,0,0,0,0
88.20112,0,0,0,0,0,0
88.62995,0,0,0,0,0,0
89.05372,0,0,0,0,0,0
89.49805,0,0,0,0,0,0
89.88161,0,0,0,0,0,0
90.21334,0,0,0,0,0,0
90.53983,0,0,0,0,0,0
90.87774,0,0,0,0,0,0
91.22827,0,0,0,0,0,0
91.57594,0,0,0,0,0,0
92.04461,0,0,0,0,0,0
92.43642,0,0,0,0,0,0
92.81062,0,0,0,0,0,0
93.17638,0,0,0,0,0,0
93.56348,0,0,0,0,0,0
93.92917,0,0,0,0,0,0
94.29542,0,0,0,0,0,0
94.65845,0,0,0,0,0,0
95.03355,0,0,0,0,0,0
95.45839,0,0,0,0,0,0
95.90086,0,0,0,0,0,0
96.27346,0,0,0,0,0,0
96.65241,0,0,0,0,0,0
97.01201,0,0,0,0,0,0
97.38203,0,0,0,0,0,0
97.72098,0,0,0,0,0,0
98.06078,0,0,0,0,0,0
98.40599,0,0,0,0,0,0
98.75581,0,0,0,0,0,0
99.11376,0,0,0,0,0,0
99.51766,0,0,0,0,0,0
99.93174,0,0,0,0,0,0
100.3561,0,0,0,0,0,0
100.7237,0,0,0,0,0,0
101.0862,0,0,0,0,0,0
101.4667,0,0,0,0,0,0
101.8311,0,0,0,0,0,0
102.1914,0,0,0,0,0,0
102.5383,0,0,0,0,0,0
102.8682,0,0,0,0,0,0
103.2081,0,0,0,0,0,0
103.5552,0,0,0,0,0,0
103.9008,0,0,0,0,0,0
104.2582,0,0,0,0,0,0
104.6047,0,0,0,0,0,0
104.9512,0,0,0,0,0,0
105.2957,0,0,0,0,0,0
105.6427,0,0,0,0,0,0
106.001,0,0,0,0,0,0
106.3404,0,0,0,0,0,0
106.7233,0,0,0,0,0,0
107.1473,0,0,0,0,0,0
107.5199,0,0,0,0,0,0
107.9164,0,0,0,0,0,0
108.3083,0,0,0,0,0,0
108.7738,0,0,0,0,0,0
109.3763,0,0,0,0,0,0
109.8715,0,0,0,0,0,0
110.2901,0,0,0,0,0,0
110.6681,0,0,0,0,0,0
111.03,0,0,0,0,0,0
111.4149,0,0,0,0,0,0
111.8348,0,0,0,0,0,0
112.2868,0,0,0,0,0,0
112.7685,0,0,0,0,0,0
113.2672,0,0,0,0,0,0
113.6906,0,0,0,0,0,0
114.1098,0,0,0,0,0,0
114.5299,0,0,0,0,0,0
114.9631,0,0,0,0,0,0
115.3814,0,0,0,0,0,0
115.8195,0,0,0,0,0,0
116.2204,0,0,0,0,0,0
116.6173,0,0,0,0,0,0
116.9866,0,0,0,0,0,0
117.3668,0,0,0,0,0,0
117.7806,0,0,0,0,0,0
118.1653,0,0,0,0,0,0
118.5459,0,0,0,0,0,0
118.9132,0,0,0,0,0,0
119.2629,0,0,0,0,0,0
119.6152,0,0,0,0,0,0
119.9574,0,0,0,0,0,0
120.2912,0,0,0,0,0,0
120.6321,0,0,0,0,0,0
120.9821,0,0,0,0,0,0
121.3609,0,0,0,0,0,0
121.729,0,0,0,0,0,0
122.0785,0,0,0,0,0,0
122.4188,0,0,0,0,0,0
122.8121,0,0,0,0,0,0
123.1862,0,0,0,0,0,0
123.5595,0,0,0,0,0,0
123.9285,0,0,0,0,0,0
124.2886,0,0,0,0,0,0
124.6427,0,0,0,0,0,0
124.9938,0,0,0,0,0,0
125.3603,0,0,0,0,0,0
125.7412,0,0,0,1,0,0
128.5164,0,0,0,2,0,0
130.0375,0,0,0,3,0,0
131.1715,0,0,0,4,0,0
132.1333,0,0,0,5,0,0
133.0835,0,0,0,6,0,0
134.1166,0,0,0,7,0,0
135.1136,0,0,0,8,0,0
136.0329,0,0,0,9,0,0
136.9947,0,0,0,10,0,0
137.9604,0,0,0,11,0,0
138.946,0,0,0,12,0,0
139.9344,0,0,0,13,0,0
141.0158,0,0,0,14,0,0
142.0815,0,0,0,15,0,0
143.0499,0,0,0,16,0,0
143.9684,0,0,0,17,0,0
144.9425,0,0,0,18,0,0
145.9994,0,0,0,19,0,0
146.9533,0,0,0,20,0,0
147.9723,0,0,0,21,0,0
149.0165,0,0,0,22,0,0
150.0622,0,0,0,23,0,0
151.118,0,0,0,24,0,0
152.1069,0,0,0,25,0,0
153.0767,0,0,0,26,0,0
154.024,0,0,0,27,0,0
155.0399,0,0,0,28,0,0
156.0836,0,0,0,29,0,0
157.0703,0,0,0,30,0,0
158.1147,0,0,0,31,0,0
159.0946,0,0,0,32,0,0
160.0364,0,0,0,33,0,0
161.0044,0,0,0,34,0,0
161.9729,0,0,0,35,0,0
162.9128,0,0,0,36,0,0
